FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,etab_adr,ouverture_jour,organisme,geometry
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d91,Plateaux,Kloto,Kloto 2,Kpimé,Seva,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Personnel,"MULTIPOLYGON (((0.6523852085556223 7.0009222720320565, 0.6526064977709459 7.001338730825943, 0.6522127754008245 7.0017124024410275, 0.6522530098036106 7.001889254551453, 0.6517328364533042 7.002371318834584, 0.6514023395732751 7.002051844335759, 0.6519914861855007 7.001492763436362, 0.6519340084672348 7.001284534154631, 0.6523852085556223 7.0009222720320565)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d90,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((0.8012979451624388 7.275360826944638, 0.8011401758147391 7.275522722583288, 0.8010096080787118 7.275531716783724, 0.8009134957174693 7.275673825126667, 0.800761166692104 7.275734985665475, 0.8006179048706294 7.275603670380709, 0.8005199790686087 7.275466958536568, 0.8003023661752295 7.275182741674672, 0.800510911864718 7.2751413683190105, 0.8007212709949846 7.275114385693697, 0.8009606451777016 7.275073012331734, 0.8010640113020567 7.275047828544323, 0.8012979451624388 7.275360826944638)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d8f,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Personnel,"MULTIPOLYGON (((0.7972199999999999 7.280738333333333, 0.7971783333333333 7.280664999999999, 0.7972166666666667 7.280598333333334, 0.7972400000000001 7.2805349999999995, 0.7972816666666667 7.280466666666666, 0.7973116666666668 7.280423333333332, 0.7973766666666666 7.2804633333333335, 0.7973783333333333 7.280465, 0.7972199999999999 7.280738333333333)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d8e,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,Djogbepime,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Néant,"MULTIPOLYGON (((0.7900883333333333 7.225525000000001, 0.7900508074087382 7.2255823168689775, 0.7900370900017966 7.225807828636045, 0.790150748516456 7.225862262493995, 0.7903153573997557 7.225854486228974, 0.790446652580483 7.225784499837774, 0.7903682673979593 7.225450120263547, 0.7902056181442227 7.22542290331057, 0.7900883333333333 7.225525000000001)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d8d,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,Aveho,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Néant,"MULTIPOLYGON (((0.7854826408035454 7.226330397863569, 0.7852871430532868 7.2265912998715915, 0.7854966049285635 7.226921467683495, 0.7857130488663496 7.226757538240609, 0.7854826408035454 7.226330397863569)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d8c,Plateaux,Kpélé,Kpélé 2,Kpélé-Gbalédzé,Dzanipé,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Néant,"MULTIPOLYGON (((0.7548500644251347 7.199090892900715, 0.7550664089661283 7.199109557163801, 0.7550080900029038 7.19942125024379, 0.7548274893425959 7.199404452418593, 0.7548500644251347 7.199090892900715)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d8b,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,Tohoun -danfolito,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Les soeurs de Nazareth de tohoun,"MULTIPOLYGON (((1.5962266666666665 7.04507, 1.596315 7.045164999999999, 1.5963716666666665 7.044905, 1.5965183333333335 7.044953333333333, 1.5964483333333335 7.045261666666666, 1.5963399999999996 7.045273333333333, 1.5962383333333334 7.04532, 1.5962266666666665 7.04507)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d8a,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,Tohoun-danfoli,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",PASA,"MULTIPOLYGON (((1.5964950000000002 7.0460645002830615, 1.5967916666666668 7.046231666666667, 1.597033334808958 7.045674898927753, 1.5966516666666668 7.045599999999999, 1.5966516666666668 7.045596666666667, 1.5964950000000002 7.0460645002830615)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d89,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,Tohoun/orphelinat,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Orphelinat,"MULTIPOLYGON (((1.5667233333333335 7.0298333333333325, 1.5665783333333332 7.030231666666666, 1.5661633333333334 7.030098333333332, 1.566282051046401 7.02969275645551, 1.5667233333333335 7.0298333333333325)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d88,Plateaux,Moyen-Mono,Moyen-Mono 1,Tohoun,Tohoun-danfolito,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",LES SOEURS DE NAZARETH DE TOHOUN,"MULTIPOLYGON (((1.5967033333333334 7.046206666666666, 1.5965849999999997 7.046306666666667, 1.596375 7.046178333333334, 1.5964783333333334 7.046093333333332, 1.5967033333333334 7.046206666666666)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d87,Plateaux,Ogou,Ogou 1,Houdou,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.155358347621691 7.725900518453383, 1.1549933075043781 7.726336572063113, 1.1546082651888563 7.726078904075418, 1.154983306405274 7.725662670840126, 1.155358347621691 7.725900518453383)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d86,Plateaux,Ogou,Ogou 2,Katoré,Fin digue,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.4204283333333334 7.41148, 1.418665 7.411266666666667, 1.41852 7.410326666666666, 1.4204183333333333 7.410135, 1.4205666666666665 7.411429999999999, 1.4204283333333334 7.41148)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d85,Centrale,Blitta,Blitta 1,Blitta,Sondoukope,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",MAWI SARL,"MULTIPOLYGON (((0.9655467751195645 8.322162155051613, 0.9670302037044535 8.322576726529292, 0.9669924574300286 8.322703712299528, 0.9669924574300286 8.322703712299528, 0.9674756097426646 8.322714916924339, 0.967868170996681 8.32123590367832, 0.9661133731669863 8.320772214177214, 0.9655467751195645 8.322162155051613)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d84,Centrale,Blitta,Blitta 1,Doufouli,Akarabou,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",PNUD,"MULTIPOLYGON (((0.9387357829025481 8.306636960201542, 0.9393757945773664 8.306667117217108, 0.9393961124083131 8.306204709390473, 0.9387764185644413 8.306164499988496, 0.9387357829025481 8.306636960201542)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d83,Centrale,Tchamba,Tchamba 1,Tchamba,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.4927766666666666 9.036613333333333, 1.4927383333333335 9.035826666666667, 1.493495 9.035775, 1.4935283333333336 9.036641666666666, 1.4927766666666666 9.036613333333333)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d82,Centrale,Tchamba,Tchamba 3,Kaboli,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.6165856952169235 8.71493837783696, 1.6165674161173016 8.714811901418386, 1.6165125788184371 8.714793833355097, 1.6165064857852296 8.71470951571486, 1.6165308579180584 8.714631220746185, 1.6166100673497519 8.714462585373333, 1.6166283464493734 8.714372244963725, 1.6167197419474812 8.71426383644337, 1.6168233235120033 8.714101223603897, 1.6169086259769037 8.71398679230408, 1.6170975100063267 8.713836224750962, 1.6174082546998934 8.713643498194472, 1.617658069061388 8.713529066754546, 1.6178896043232616 8.713348385462293, 1.618005371954198 8.713324294616731, 1.6182369072160714 8.713498953211904, 1.618450163378323 8.713559180294764, 1.6185476519096378 8.71372179337003, 1.6186390474077457 8.71392054258818, 1.6187243498726467 8.713992815004946, 1.6188644896364117 8.71417349598573, 1.6189985363669699 8.71454088037733, 1.6189924433337626 8.714866105603019, 1.6186938847066104 8.714980536633645, 1.6185842101088812 8.714896219035525, 1.6182430002492783 8.714968491263651, 1.6179627207217477 8.715088944946137, 1.6174996501980015 8.715179285182524, 1.6170792309067055 8.715185307864175, 1.6168172304787964 8.715167239818934, 1.6165856952169235 8.71493837783696)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d81,Centrale,Tchamba,Tchamba 3,Kaboli,93014751,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Coopérative ABOLIYA,"MULTIPOLYGON (((1.5683865811050566 8.731649604776292, 1.5682483038447286 8.73168980320116, 1.5682483038447286 8.73179833892667, 1.5680937586714203 8.731838537335511, 1.5679351465198672 8.731786279403174, 1.567727730629375 8.731717942095992, 1.5674877789129236 8.73168980320116, 1.5672722290659413 8.731633525405131, 1.5672030904357774 8.731500870566613, 1.5670526122407142 8.73131997752898, 1.56699160756704 8.73111496531363, 1.5669712726758154 8.730897893433404, 1.5669875405887954 8.730612483917206, 1.5670973490014088 8.73031501461162, 1.5672274923052474 8.730262756465876, 1.5674105063262698 8.730198438737991, 1.567687060846926 8.730097942265974, 1.5679758163023176 8.730097942265974, 1.5682686387359535 8.730110001844043, 1.5685695951260796 8.730210498312813, 1.5688794187405297 8.730739585878709, 1.568899001454607 8.73108153820953, 1.568866363597811 8.731591240158599, 1.5683865811050566 8.731649604776292)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d80,Centrale,Tchamba,Tchamba 3,Kaboli,92229788,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,"MULTIPOLYGON (((1.5755079665876668 8.746879817888377, 1.5754988496042857 8.74707265218942, 1.575145110649086 8.747052828107, 1.575151458402908 8.746859548727784, 1.5755079665876668 8.746879817888377)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d7f,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Kadambara/alphani,"{Samedi,Dimanche,Jeudi,Mercredi,Mardi,Lundi}",GESCOD,"MULTIPOLYGON (((1.1763699429837504 8.95122240320902, 1.176467124460267 8.95118933503087, 1.1763859708264328 8.951029806080735, 1.1762896853553841 8.951073973727272, 1.1763699429837504 8.95122240320902)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d7e,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Néant,"MULTIPOLYGON (((1.321920244519362 9.108240678452015, 1.3219142099371564 9.108393974179581, 1.3220497137375988 9.10840047435032, 1.3220425819586281 9.108245011901044, 1.321920244519362 9.108240678452015)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d7d,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Néant,"MULTIPOLYGON (((1.3227872199303046 9.121556559287953, 1.3227821756285842 9.12164579346185, 1.3226951614239064 9.121637077566778, 1.322701466801057 9.121552408860715, 1.3227872199303046 9.121556559287953)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d7c,Kara,Assoli,Assoli 3,Soudou,Gande près de la rivière woulanda,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Néant,"MULTIPOLYGON (((1.3230056694994194 9.356458169476083, 1.3228820185357681 9.35638954114452, 1.3227699598499594 9.356465794845418, 1.3226772216272207 9.356400979200723, 1.3227854162204153 9.35607690079602, 1.3229863490363485 9.356012085078834, 1.3231177281852278 9.35614171650112, 1.32321433050058 9.35624465906675, 1.3231872818522814 9.356397166515366, 1.3230056694994194 9.356458169476083)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d7b,Kara,Doufelgou,Doufelgou 1,Baga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.0915058985799173 9.790408643384026, 1.0915634901269098 9.790432225599158, 1.0915797945831358 9.7903993141556, 1.09152009923534 9.79037054903297, 1.0915058985799173 9.790408643384026)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d7a,Kara,Doufelgou,Doufelgou 1,Baga,Balle,"{Dimanche,Vendredi,Jeudi,Mercredi,Mardi}",CIDAP,"MULTIPOLYGON (((1.11692 9.789953333333333, 1.1170233333333333 9.789906666666667, 1.1171033333333333 9.790173333333334, 1.11701 9.7902, 1.11692 9.789953333333333)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d79,Kara,Kozah,Kozah 2,Bohou,Bohou tchamde,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",PASA,"MULTIPOLYGON (((1.1680372863925732 9.624224601653294, 1.1682238878000144 9.624261219349489, 1.168500518741056 9.624247712135034, 1.1691123358404512 9.624204421609592, 1.169966591827223 9.624322751811256, 1.170128971064378 9.624113933780363, 1.1700264624300154 9.62368842190751, 1.1694773028730205 9.623694181814235, 1.1688054587341448 9.623717221440147, 1.1685484053244877 9.623746020970326, 1.1681458356950718 9.623806106417637, 1.16793910734441 9.624054233795517, 1.1680372863925732 9.624224601653294)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d78,Kara,Doufelgou,Doufelgou 2,Défalé,"Tamde, piscine africa-flor","{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Coopérative OTCHOMA,"MULTIPOLYGON (((1.0892319080544195 9.889845064441047, 1.089272373440305 9.889767827812884, 1.0893684787317832 9.889678133641263, 1.0895328693619437 9.8897055401963, 1.0896390909998932 9.8898076918813, 1.089742783551225 9.889999537642923, 1.0897377253779894 9.89015151927068, 1.0896694400393074 9.890211315301679, 1.0894822876295867 9.890211315301677, 1.0892850188733945 9.890191383292551, 1.0892647861804516 9.89013906176285, 1.0892597280072158 9.88996216510074, 1.0892319080544195 9.889845064441047)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d77,Kara,Kozah,Kozah 1,Commune De Kara,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.200509761240055 9.600340710565847, 1.201447268060113 9.600293458060081, 1.2014547561337559 9.600043905654676, 1.2006086038121384 9.599984839969691, 1.200509761240055 9.600340710565847)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d76,Kara,Kozah,Kozah 1,Commune De Kara,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.2265082688141116 9.529741278052139, 1.226606870043256 9.530093774726074, 1.2263768005085873 9.530160627502477, 1.2263768005085873 9.530160627502477, 1.2262781992794434 9.529798001679428, 1.2265082688141116 9.529741278052139)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d75,Kara,Kozah,Kozah 3,Kpinzindè,A 200m du cours primaire du foyer pierre du pauvre n2,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.2749502184661783 9.45171547032866, 1.274386350238699 9.45135346298442, 1.2742844567458314 9.451288727513315, 1.2744744276647373 9.451133703046183, 1.2750158447836193 9.451436937652868, 1.2750106637585583 9.451607294056274, 1.2749752600873079 9.451720581017858, 1.2749502184661783 9.45171547032866)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d74,Savanes,Tône,Tône 1,Toaga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((0.2665183333333333 10.883706666666667, 0.2668375377206616 10.883885717727999, 0.2668375377206616 10.883885717727999, 0.2668583333333334 10.883890000000001, 0.2670916666666667 10.883436666666666, 0.2666132106819967 10.883224051055528, 0.2665183333333333 10.883706666666667)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d73,Maritime,Lacs,Lacs 3,Agbodrafo,Keta koda plage-togo,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.5575267353210993 6.231934752231484, 1.5571680243383899 6.23934804364822, 1.5571680243383899 6.23934804364822, 1.5510321785815153 6.237274209393471, 1.5532599625793957 6.230452081375102, 1.5575267353210993 6.231934752231484)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d72,Maritime,Lacs,Lacs 3,Agbodrafo,Keta koda page-togo,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Néant,"MULTIPOLYGON (((1.5524616666666664 6.225908333333333, 1.5519811736725446 6.2258481291355965, 1.5519811736725446 6.2258481291355965, 1.5519562272966305 6.2254358361079944, 1.5524858406820043 6.225474406818174, 1.5524616666666664 6.225908333333333)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d71,Maritime,Lacs,Lacs 3,Agbodrafo,Tovinou,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Néant,"MULTIPOLYGON (((1.48374021140342 6.210989536827458, 1.4838186072777197 6.211014301444572, 1.483855973535563 6.210934908991475, 1.483753399494424 6.210917016898606, 1.48374021140342 6.210989536827458)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d70,Maritime,Lacs,Lacs 3,Agbodrafo,Peda-kome,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Coopérative MAWUEWOE,"MULTIPOLYGON (((1.4742786891463633 6.211904757436895, 1.4744704594042728 6.211941604649264, 1.4745171933326708 6.211760572668054, 1.4743270345895338 6.211725327496332, 1.4742786891463633 6.211904757436895)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d6f,Maritime,Lacs,Lacs 3,Agbodrafo,Djasseme,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Coopérative LE HERON,"MULTIPOLYGON (((1.500035081290634 6.227671663417116, 1.5000433592780333 6.227460448873258, 1.5002572072858558 6.227461820396542, 1.5002434106401898 6.22768126407618, 1.500035081290634 6.227671663417116)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d6e,Maritime,Lacs,Lacs 3,Agbodrafo,Djasseme,"{Samedi,Dimanche,Vendredi,Jeudi,Mardi,Mercredi,Lundi}",MIFA,"MULTIPOLYGON (((1.4939833474216717 6.226993204597521, 1.4941699532172938 6.227053154321343, 1.4942336722694578 6.2268631249845585, 1.4940391015923153 6.226813355384987, 1.4939833474216717 6.226993204597521)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d6d,Maritime,Lacs,Lacs 3,Agbodrafo,Peda-kome,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Néant,"MULTIPOLYGON (((1.4745822902431465 6.211889757631211, 1.4746180704312792 6.21169214589485, 1.4748188370424689 6.211723763777655, 1.4747770934896474 6.211911494917685, 1.4745822902431465 6.211889757631211)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d6c,Maritime,Lacs,Lacs 3,Agbodrafo,Agbodrafo-togo,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",ITRA,"MULTIPOLYGON (((1.472917619566257 6.207969870178153, 1.4729141479034282 6.209656705655437, 1.4717047578640463 6.2094539932150425, 1.4714797550660217 6.207825300775875, 1.472917619566257 6.207969870178153)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d6b,Plateaux,Haho,Haho 3,Kpédomé,Agbatitoe,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.1532575281163742 7.099608921860608, 1.1528760766252024 7.098923968058718, 1.1524401320638629 7.09840123947119, 1.1520041875025238 7.098130862382537, 1.1520041875025238 7.097427881208498, 1.1524582964205856 7.097211579092732, 1.15285791226848 7.097409856036066, 1.1530032271222594 7.0976802335483855, 1.1535481578239337 7.098527415391521, 1.153838787531493 7.098833842482552, 1.154147581595775 7.0990140936172335, 1.1544382113033345 7.09914026936949, 1.1543110608062772 7.099428670958987, 1.1538751162449379 7.099518796418625, 1.153529993467211 7.099789172691604, 1.1532575281163742 7.099608921860608)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d6a,Plateaux,Haho,Haho 3,Kpédomé,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.1658167313979744 7.0528712625559455, 1.1658416917100354 7.052866998618821, 1.1658157084343654 7.052831668852556, 1.165796885903959 7.052844054575518, 1.1658167313979744 7.0528712625559455)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d69,Maritime,Lacs,Lacs 3,Gbodjomé,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Privé,"MULTIPOLYGON (((1.414394754239987 6.187265802218877, 1.4151838594097903 6.187206161211826, 1.4151838594097903 6.186761147331369, 1.4143682770905026 6.186830002688462, 1.414394754239987 6.187265802218877)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d68,Maritime,Lacs,Lacs 3,Gbodjomé,Soussou komlan jordan 90100849,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((1.4346761957119716 6.199271054863084, 1.4344483737125318 6.200635515879228, 1.4365987911218803 6.202751252092866, 1.437893486874795 6.199983668546701, 1.4346761957119716 6.199271054863084)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d67,Maritime,Lacs,Lacs 3,Gbodjomé,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Ferme en charge par le propriétaire lui-même,"MULTIPOLYGON (((1.4209021026882271 6.212056831534822, 1.420888018121453 6.211820800039385, 1.4210751416514653 6.211807798301393, 1.421088220177757 6.212052831001887, 1.4209021026882271 6.212056831534822)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d66,Maritime,Lacs,Lacs 3,Gbodjomé,Néant,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi,Samedi}",Nsp,"MULTIPOLYGON (((1.4208581505034639 6.212064511513997, 1.4208574098319973 6.21200560571928, 1.4205218856575619 6.212002660429369, 1.4205226263290287 6.212064511513997, 1.4208581505034639 6.212064511513997)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d65,Maritime,Avé,Avé 1,Zolo,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((0.9583048838899555 6.400094314199354, 0.9583563684836854 6.399990336289662, 0.9584045314907229 6.399883057471764, 0.9585772539987201 6.399924318558235, 0.9586868663595642 6.400105867299123, 0.9587051350863717 6.400221398282454, 0.9587416725399867 6.400277513322073, 0.9588097650671775 6.400292367302117, 0.9589525932949446 6.400307221281728, 0.9590024170953284 6.400406247801432, 0.9591070470761343 6.400498672535835, 0.9591651748432485 6.400663716662811, 0.9590688488291733 6.400630707841682, 0.9590173642354434 6.400569641516968, 0.9589393069481753 6.400579544164716, 0.9589226990147144 6.400498672535835, 0.9588064434804855 6.400437606195337, 0.9587350293666022 6.400409548685092, 0.9586702584261033 6.400279163764321, 0.9585689500319894 6.400234601821743, 0.9584759456046065 6.40017848677741, 0.9583995491106845 6.4001091681847235, 0.9583746372104927 6.400028296481367, 0.9583048838899555 6.400094314199354)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d64,Plateaux,Haho,Haho 1,Notsé,Notse/atsokou,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Ferme privée CHAMPA,"MULTIPOLYGON (((1.1332361534548867 6.927646000080927, 1.1341523735083996 6.926777346109285, 1.1331435019888012 6.925918910024312, 1.1326596554436874 6.926409445121329, 1.1318052030342316 6.926736468235904, 1.132103746647174 6.927298538684276, 1.1326493608363446 6.927318977597047, 1.1332361534548867 6.927646000080927)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d63,Plateaux,Kpélé,Kpélé 1,Kpélé-Dawlotou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Informel,"MULTIPOLYGON (((0.8273114092413648 6.886935510891142, 0.8285477518599719 6.887157334100873, 0.8284285863063712 6.88757140381483, 0.8272369307703642 6.887356974900941, 0.8273114092413648 6.886935510891142)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d62,Centrale,Sotouboua,Sotouboua 2,Kériadé,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Non,"MULTIPOLYGON (((0.92040170831901 8.67421589350777, 0.9210974123601837 8.675930416990866, 0.9220131573347708 8.675662458035173, 0.921383124792255 8.673924341247512, 0.92040170831901 8.67421589350777)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d61,Plateaux,Agou,Agou 2,Amoussou-Kopé,Ferme ayikoue à amoussou-kope,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,"MULTIPOLYGON (((0.815436453338053 6.706530922501168, 0.8154537538300051 6.706426875264511, 0.8154204416165765 6.706421288775156, 0.8153540647239474 6.706391989790614, 0.8154902849469416 6.706195420094734, 0.8160494800822999 6.706595377128694, 0.815842370772908 6.706837636658182, 0.8156398638926136 6.706771358119631, 0.815436453338053 6.706530922501168)))"
_mview_general_zones_pisiculture.fid-7b1c8a4a_1943cbfe119_-3d60,Plateaux,Agou,Agou 2,Amoussou-Kopé,A 500m de l'école primaire publique de wudzrale,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",COOPA,"MULTIPOLYGON (((0.8283553196864053 6.6877675459601935, 0.8283028829665449 6.687469946349153, 0.8287927917492414 6.687401498412979, 0.8288377375091219 6.687736298009551, 0.8283553196864053 6.6877675459601935)))"
