FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,etab_creation_date,activite_statut,activite_categorie,toilette_type,geometry
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1adc,Plateaux,Agou,Agou 1,Assahoun-Fiagbé,Agbave,Yorou,Agbave/yorou,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2014,{Construit et Utilise},"{Elevage traditionnel,elevage industriel}",{autre},"POLYGON ((0.7621116226302794 6.750681234600526, 0.762245744141217 6.750711505430141, 0.7624083156696263 6.750297803928223, 0.7620222082896541 6.750045546741337, 0.7618758939140858 6.7506085846017285, 0.7621116226302794 6.750681234600526))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1adb,Plateaux,Agou,Agou 1,Agou-Tavié,Aveneme,Kouboumon,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{En construction},{Elevage traditionnel},{WCs},"POLYGON ((0.6542539429428775 6.857720367581957, 0.6539380625626663 6.857760834739523, 0.6539951248248981 6.858104805440018, 0.6543334225224146 6.858007684326214, 0.6542539429428775 6.857720367581957))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ada,Plateaux,Haho,Haho 2,Djemegni,Ketoua Kope,Dieu Est Grand,Kpedome ketoua kope,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{Elevage traditionnel},{Douches},"POLYGON ((1.264629572453141 7.017522774189082, 1.2644954313772652 7.017543415460376, 1.2644642357782245 7.01737312494483, 1.264586938467785 7.017360740177633, 1.264629572453141 7.017522774189082))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ad9,Plateaux,Agou,Agou 1,Agou-Tavié,Aveneme,Ferme Cast,Bp 162 kpalimé togo,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2005,{Ferme},{Elevage traditionnel},{autre},"POLYGON ((0.6523645800801402 6.8575849982285595, 0.6525316909909615 6.85780554425826, 0.6531226929926471 6.857904688770456, 0.6531288068064576 6.857629512114339, 0.6523645800801402 6.8575849982285595))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ad8,Plateaux,Agou,Agou 2,Amoussou-Kopé,Lovisa Kope,T-famers,Epp ajavonkope,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,"{Construit et Utilise,Ferme}",{elevage industriel},"{WCs,Douches}","POLYGON ((0.8706974553789181 6.664742195340613, 0.8714636798851585 6.664685670581957, 0.8712061782068318 6.664063898236728, 0.8708984322985879 6.663429564834019, 0.8704969176567742 6.6638877625303055, 0.8703085069642039 6.664147948724809, 0.8706974553789181 6.664742195340613))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ad7,Plateaux,Agou,Agou 2,Amoussou-Kopé,Adzakpa,Doukpo,Nsp,"{Dimanche,Samedi,Vendredi,jeudi,Mercredi,Mardi,Lundi}",2021,{Construit et Utilise},{Elevage traditionnel},"{Latrines seches,Douches}","POLYGON ((0.8268807670945544 6.650936008137115, 0.8270422196718388 6.65079077095393, 0.8270148031964507 6.6507363069991685, 0.8270056643713215 6.6506818430383685, 0.8270483122219248 6.650660662607539, 0.8270604973220971 6.6507060492439125, 0.8270879137974853 6.650712100795113, 0.8271488392983473 6.650712100795113, 0.8272097647992094 6.650709075019521, 0.8272859216752868 6.650678817262592, 0.8273346620759763 6.650654611055707, 0.8273712173764936 6.650624353295423, 0.8274504205276141 6.650591069756958, 0.8274717444529158 6.650581992427895, 0.8274230040522261 6.650518451119755, 0.8274230040522261 6.650485167574118, 0.8274108189520537 6.650448858249033, 0.8274077726770106 6.65041557469868, 0.8274016801269245 6.650361110702334, 0.8274016801269245 6.650321775590106, 0.8273742636515365 6.650291517809329, 0.8273681711014504 6.6501825897831015, 0.8273498934511918 6.650143254656585, 0.8272493663747695 6.6501311515401005, 0.8272249961744248 6.6500948421888575, 0.8271061914477439 6.650152331993753, 0.8270117569214077 6.650197718677077, 0.8268777208195114 6.650276388918241, 0.82671931451727 6.650364136480068, 0.8266126948907615 6.650430703585485, 0.8265060752642529 6.650515425342972, 0.8264481960384339 6.650569889322216, 0.8264116407379166 6.6505940955332745, 0.8268807670945544 6.650936008137115))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ad6,Plateaux,Agou,Agou 2,Amoussou-Kopé,Adzakpa,Enam,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,jeudi,Samedi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.8279721609687909 6.649120338853512, 0.827908337532377 6.649012195877676, 0.8278294968168066 6.6489264272937145, 0.8276530437867204 6.648684037736385, 0.8275329055534704 6.648546062088826, 0.8279646523292129 6.648285026973987, 0.8281223337603537 6.648445377132383, 0.8282424719936038 6.648490126004458, 0.828366364546643 6.648594540023463, 0.8285465718965183 6.6489115110167125, 0.8279721609687909 6.649120338853512))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ad5,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Amoussoukope,Ferme Gaba,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2010,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.8210655953229392 6.652102397501063, 0.8214817822000355 6.651553592919006, 0.8209208866673969 6.651218608002696, 0.8205824358449308 6.651829183175371, 0.8210655953229392 6.652102397501063))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ad4,Plateaux,Agou,Agou 2,Amoussou-Kopé,Caliendikope,Ferme Caliendi,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Construit et Utilise},{Elevage traditionnel},"{WCs,Douches}","POLYGON ((0.8547616666666666 6.66187, 0.8548183333333333 6.661383333333333, 0.8556880016146999 6.661347191084867, 0.8556114729281015 6.661841269170957, 0.8547616666666666 6.66187))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ad3,Plateaux,Agou,Agou 2,Amoussou-Kopé,Kombatekope,Ferme Emile,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,{Ferme},{elevage industriel},{autre},"POLYGON ((0.86135 6.661455000000001, 0.8614316666666666 6.661186666666667, 0.8611566666666667 6.6610983333333325, 0.8610165961176129 6.6614348272750865, 0.86135 6.661455000000001))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ad2,Plateaux,Agou,Agou 2,Amoussou-Kopé,Amoussoukope,Ferme Kassa Kondo,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2015,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.8582237774879208 6.661053513122529, 0.8580732862111834 6.66101155510826, 0.8581762539268458 6.660589352389966, 0.8583320255992584 6.660631310440342, 0.8582237774879208 6.661053513122529))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ad1,Plateaux,Agou,Agou 2,Amoussou-Kopé,Betekpo,Ferme Si,Amoussoukope bétékpo face route de kpalimé,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1991,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.8523090657306436 6.649652776310566, 0.851655159618766 6.649330293635501, 0.8518472159593174 6.648857924264713, 0.8524919765311688 6.649184949262073, 0.8523090657306436 6.649652776310566))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ad0,Plateaux,Agou,Agou 2,Amoussou-Kopé,Amoussoukope,Ferme Azedzi,Ferme azedzi d'amoussoukope,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Construit et Utilise},{elevage industriel},"{WCs,Douches}","POLYGON ((0.8398884445609109 6.668474011502988, 0.8400422205325204 6.668577778446934, 0.8402347339626273 6.668341096508986, 0.8400703932296093 6.66821750885064, 0.8398884445609109 6.668474011502988))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1acf,Plateaux,Agou,Agou 2,Amoussou-Kopé,Amoussoukope,Ferme Amouzou,Ferme d'elevage amouzou d'amoussoukope,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{Elevage traditionnel},"{Douches,WCs}","POLYGON ((0.84467 6.663581666666666, 0.8447585823386106 6.6634893417921, 0.8445582499728298 6.6633580426540995, 0.8444246950623094 6.663561082543372, 0.8446141249864149 6.663662602456488, 0.84467 6.663581666666666))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ace,Plateaux,Agou,Agou 2,Amoussou-Kopé,Wudzrale,Njut,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{elevage industriel},"{WCs,Douches}","POLYGON ((0.8297310868725916 6.687445999924131, 0.8302583229020246 6.686710230241267, 0.8313796831138781 6.687438130729661, 0.8308917930567908 6.688185704204232, 0.8297310868725916 6.687445999924131))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1acd,Plateaux,Agou,Agou 2,Amoussou-Kopé,Dafo,Ayevi,Rasta-kopé à glekodji,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",1982,"{En construction,Construit et Utilise}",{Elevage traditionnel},{autre},"POLYGON ((0.8135848764869001 6.705633494491833, 0.8137336159839748 6.705442107752238, 0.81358472490146 6.705310221359191, 0.8134170547634931 6.705503388286358, 0.8135848764869001 6.705633494491833))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1acc,Plateaux,Agou,Agou 2,Amoussou-Kopé,Dafo,Ferme Kondo,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Samedi,Vendredi,Dimanche}",2021,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.8058703257637113 6.701878204191519, 0.8061443431585674 6.701849613083213, 0.8061550053140092 6.702030690074166, 0.8056656123792271 6.70207728297324, 0.8056666785947714 6.701500166068465, 0.8058671271170786 6.7014895767610785, 0.8058703257637113 6.701878204191519))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1acb,Plateaux,Agou,Agou 2,Amoussou-Kopé,Dafo,Anagokope,Nsp,"{Lundi,Mardi,jeudi,Mercredi,Vendredi,Samedi,Dimanche}",2019,{Construit et Utilise},{autre},{autre},"POLYGON ((0.8085743883978528 6.7104102423187655, 0.8081643534371834 6.70989834177422, 0.8086494652216376 6.709233013651692, 0.8088660329825548 6.709481077907087, 0.8085931576037995 6.709967168769504, 0.8087548615319509 6.710206629281462, 0.8085743883978528 6.7104102423187655))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aca,Plateaux,Agou,Agou 2,Amoussou-Kopé,Ali Kpodji,P_ga_el_ali_kpodji,Ali kpodji,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.8379972575095431 6.730282129209755, 0.8375943878395515 6.73021847797749, 0.83762447226296 6.729683287694523, 0.8380691985220416 6.729753434027339, 0.8379972575095431 6.730282129209755))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ac9,Plateaux,Agou,Agou 2,Amoussou-Kopé,Lamato,Ferme Manganawe,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Dimanche,Samedi}",2016,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.8356171463276055 6.730090702580676, 0.8368379234112704 6.7303740848268125, 0.8369623611456334 6.729907462844744, 0.8363466089083542 6.729775359736406, 0.8357372931056112 6.729675217033558, 0.8356171463276055 6.730090702580676))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ac8,Plateaux,Agou,Agou 2,Amoussou-Kopé,Ameganvi-kope,Bonheur,Ferme bonheur de ameganvi-kope,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,"{En construction,Construit et Utilise}",{Elevage traditionnel},{autre},"POLYGON ((0.8208490890505471 6.688523668738749, 0.8203757708700002 6.687802617512053, 0.8213579950642175 6.687343123528199, 0.8216960794788937 6.688308060395228, 0.8208490890505471 6.688523668738749))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ac7,Plateaux,Agou,Agou 2,Amoussou-Kopé,Wudzrale,Ferme Fofo,Wudzrale derrière la ferme ngut,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.8275128559425893 6.686583028470525, 0.8268556721882184 6.686344230770806, 0.8269358165485078 6.686069613271892, 0.827264408425693 6.686192992167305, 0.8273445527859823 6.685974094105662, 0.8277052024072833 6.6861372726700035, 0.8275128559425893 6.686583028470525))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ac6,Plateaux,Agou,Agou 2,Amoussou-Kopé,Damade,Ferme Poporo,Néant,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Dimanche,Samedi}",2021,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.8461099683445944 6.699584403306054, 0.8460866683346594 6.699233205904593, 0.8465787097209344 6.699185562826776, 0.8465924156091316 6.699554456250674, 0.8461099683445944 6.699584403306054))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ac5,Plateaux,Agou,Agou 2,Amoussou-Kopé,Damadè,Ferme Kpom,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Samedi,Dimanche,Vendredi}",2009,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.8497800000000001 6.700931666666666, 0.8497116666666666 6.701378333333334, 0.84914 6.701333333333334, 0.8491983333333334 6.700865, 0.8492316666666666 6.700858333333334, 0.8497800000000001 6.700931666666666))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ac4,Plateaux,Agou,Agou 2,Amoussou-Kopé,Glekope,Dziba,"Derrière le cours primaire publique de glekope, maison dziba","{Mardi,Mercredi,jeudi,Samedi,Dimanche}",2014,"{Construit et Utilise,Ferme}",{Elevage traditionnel},{Douches},"POLYGON ((0.824583758002378 6.718342415738443, 0.8243377698741945 6.718211920608929, 0.8242231791312518 6.7185184323693035, 0.8244600000000001 6.718604923276644, 0.824583758002378 6.718342415738443))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ac3,Plateaux,Agou,Agou 2,Amoussou-Kopé,Wonugba Seva,Ferme Kedji,Nsp,"{Lundi,Mercredi,Mardi,jeudi,Vendredi,Dimanche}",2021,"{Ferme,Construit et Utilise}",{elevage industriel},{autre},"POLYGON ((0.8881335749012568 6.740804908187414, 0.8888536819657753 6.740797827700376, 0.888846552192859 6.74052876911633, 0.8881335749012566 6.740525228870809, 0.8881335749012568 6.740804908187414))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ac2,Plateaux,Agou,Agou 2,Amoussou-Kopé,Degaulle Kope,Ferme Aounte,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2012,"{Construit et Utilise,Ferme}",{Elevage traditionnel},{autre},"POLYGON ((0.881826895396953 6.734743789401664, 0.881775816944668 6.734652200788068, 0.8817786546364617 6.734567657437094, 0.8819631046030465 6.734609929114422, 0.8820851253501722 6.7346437464536315, 0.8820680991994105 6.73475365278979, 0.881826895396953 6.734743789401664))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ac1,Plateaux,Agou,Agou 2,Amoussou-Kopé,Glekope,Latekana,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi}",2010,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.823182221118376 6.706117408740799, 0.8231996057465903 6.705383777430163, 0.8230188056131629 6.705234269627522, 0.8226224360898796 6.705143869560809, 0.8224485898077378 6.705654977630306, 0.8229284055464491 6.705689746886736, 0.8229179747695206 6.706103501038234, 0.823182221118376 6.706117408740799))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ac0,Plateaux,Agou,Agou 2,Amoussou-Kopé,Damade,Ferme Delali,Amoussoukope derrière epp damade,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2011,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.8466884257775968 6.700685841183752, 0.8493475356772368 6.700758527770787, 0.8499736869380079 6.696663833153148, 0.8464282070718216 6.696494229676309, 0.8466884257775968 6.700685841183752))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1abf,Plateaux,Agou,Agou 2,Amoussou-Kopé,Dafo,Ferme De Ayikoue,Nsp,"{Lundi,Mercredi,Mardi,jeudi,Vendredi,Dimanche,Samedi}",2017,{Construit et Utilise},{elevage industriel},"{Douches,WCs}","POLYGON ((0.815627882678367 6.707221242080187, 0.8144584727470722 6.7060389706412975, 0.8152987673084819 6.704933196522995, 0.8167412729722349 6.705830334207247, 0.815627882678367 6.707221242080187))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1abe,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Nsp,Nsp,Nsp,Nsp,Nsp,{autre},{autre},{autre},"POLYGON ((0.7730273310684244 6.592491901454912, 0.7728902391555669 6.59236183989656, 0.7731152104997432 6.5921228078433725, 0.7732593327671061 6.592252869401724, 0.7730273310684244 6.592491901454912))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1abd,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Gadassou-kope,Cast,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2015,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.7737642027756406 6.594334370712084, 0.7733340958653695 6.593751336900384, 0.7734615349498943 6.593627083792972, 0.7738661540432605 6.5942164895588995, 0.7737642027756406 6.594334370712084))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1abc,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Aguduvu,Ferme Winiga,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2006,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.7741473810342673 6.574965429425244, 0.773577225637275 6.5748624466104415, 0.7734562835833675 6.57467364472789, 0.77326623178437 6.574776627581807, 0.7728342958775579 6.574707972348232, 0.7728342958775579 6.574244549273602, 0.772626966642288 6.574090074819395, 0.7726787989511054 6.573781125766987, 0.772385082534473 6.573643815015405, 0.7721604758629306 6.573678142706857, 0.7720222563727508 6.573025916164021, 0.7721086435541132 6.572854277457925, 0.7721259209903857 6.572734130328404, 0.7721604758629308 6.572373688765671, 0.7724541922795631 6.571961755231221, 0.7728995165485167 6.572766792598869, 0.7734839869932514 6.572927368213085, 0.7741123202407176 6.5733038702075755, 0.7743661519940405 6.573574044902331, 0.774529329549748 6.57375416128394, 0.7745728950834917 6.573929095942907, 0.7741473810342673 6.574965429425244))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1abb,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Adzale-kope,God Kope,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,jeudi,Samedi,Dimanche}",Nsp,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.7933 6.592923333333332, 0.7932316666666667 6.592886666666668, 0.793155 6.592823333333333, 0.7929566666666666 6.592709999999999, 0.7928116666666667 6.592723333333334, 0.79271 6.592686666666666, 0.7925616666666666 6.592476666666666, 0.7923583333333333 6.592251666666668, 0.7916033333333333 6.591876666666667, 0.7920816666666667 6.591139999999999, 0.7923933333333333 6.590578333333333, 0.7937156126794077 6.590226851607411, 0.793943457365956 6.59282521847194, 0.7933 6.592923333333332))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aba,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Adzale-kope,Beraca,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2008,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.7924143987602335 6.5897567201675455, 0.7921649077898438 6.589132346924805, 0.7935505533496477 6.588780558962591, 0.7936994131825686 6.58945035275496, 0.7924143987602335 6.5897567201675455))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ab9,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Hehetinou,Ferme Awoute,Awoute/ 90201310,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2021,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.7936987992462812 6.572393327176344, 0.7940895328777836 6.5721863054042595, 0.7936883796827744 6.571611819535347, 0.7932611775789985 6.571880948133137, 0.7936987992462812 6.572393327176344))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ab8,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Agoudouvou,Mohamed,Ferme mohamed à agoudouvou,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,"{Construit et Utilise,Ferme}",{Elevage traditionnel},{autre},"POLYGON ((0.7958118159986661 6.58364160431371, 0.7949434070368029 6.581951926539555, 0.7979582583436978 6.580883668883886, 0.7982053480457623 6.583161403568066, 0.7980113656857872 6.583190727988133, 0.7978553363962423 6.583194917190859, 0.7977330431693015 6.583245187620806, 0.7971510960893767 6.583387620478017, 0.7965438469624982 6.583525864094468, 0.7958691257104112 6.583647350877144, 0.7958118159986661 6.58364160431371))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ab7,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Adjakpa,Folly,"A l'entrée d'adjakpa, à gauche, venant d'amoussou-kopé ferme folly","{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2017,"{En construction,Ferme}",{Elevage traditionnel},{autre},"POLYGON ((0.8202071309326608 6.640895717999643, 0.8192826259087406 6.639977415109046, 0.8185635664456916 6.641232428630197, 0.8197654229767879 6.641875239194202, 0.8202071309326608 6.640895717999643))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ab6,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Gadassoukope,Sistakope,Ferme sista de amoussoukope,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Ferme},{elevage industriel},"{WCs,Douches}","POLYGON ((0.7741321586052288 6.587139563935509, 0.7743724309173223 6.5868013114280854, 0.7740085899875805 6.586547621896195, 0.7737628257369246 6.586873599281708, 0.7741321586052288 6.587139563935509))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ab5,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Agoudouvou,Ferme Patrick,Ferme patrick de agoudouvou,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Ferme},{elevage industriel},{autre},"POLYGON ((0.7442058169366796 6.537977095694802, 0.7441389339824493 6.537676801813337, 0.7446662803523417 6.537526015881429, 0.7447601737303957 6.5378390883163595, 0.7442058169366796 6.537977095694802))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ab4,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Agoudouvou,Ferme Sowalo,Ferme sowalo d'agoudouvou,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2018,{Construit et Utilise},{elevage industriel},{autre},"POLYGON ((0.7775818885390883 6.566432080433061, 0.7774583959758813 6.566295242303892, 0.7776369852211347 6.566088569471971, 0.7777804265830134 6.566244281887552, 0.7775818885390883 6.566432080433061))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ab3,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Lankoui,Yovo-kope,Yovo-kope de lankoui amoussoukope,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Ferme},{elevage industriel},{autre},"POLYGON ((0.7902710009944174 6.598986394123041, 0.7905748891398353 6.599261632857866, 0.7909651768560095 6.598930162534743, 0.7907208746214579 6.5986963574412565, 0.7902710009944174 6.598986394123041))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ab2,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Agoudouvou,Adjale,Ferme adjale de amouzoukope,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1984,{Construit et Utilise},{elevage industriel},"{WCs,Douches}","POLYGON ((0.7935352463302774 6.586351310833136, 0.7935266162903565 6.585699756122623, 0.7943227374730566 6.585682609934477, 0.7943702026926214 6.586323448313683, 0.7935352463302774 6.586351310833136))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ab1,Plateaux,Akébou,Akébou 1,Kougnohou,Worokoto,Ferme Par Avion,90678339/99780873,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2019,{Ferme},{Elevage traditionnel},{Douches},"POLYGON ((0.8253983333333333 7.646768333333334, 0.8249466666666667 7.647073333333333, 0.8257083333333333 7.647836666666666, 0.8260850000000001 7.647431666666667, 0.8261376544780393 7.647371539557009, 0.8253983333333333 7.646768333333334))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1ab0,Plateaux,Akébou,Akébou 1,Kougnohou,Worocoto,Ferme Dogbeda,Orocoto,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2007,{Ferme},{Elevage traditionnel},{Douches},"POLYGON ((0.8230711976411003 7.652688444467619, 0.8225825321501837 7.652792496117198, 0.8224336418834202 7.652124673270248, 0.8229165808256149 7.652011162200773, 0.8230711976411003 7.652688444467619))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aaf,Plateaux,Akébou,Akébou 1,Kougnohou,Kougnohou,Ferme Kanaza,Ferme kanaza de kougnohou,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",1999,{Ferme},{Elevage traditionnel},"{Latrines seches,Douches}","POLYGON ((0.7848383333333333 7.654909999999999, 0.7848116666666667 7.655118333333333, 0.7847433333333333 7.655085000000001, 0.7846550000000001 7.655293333333333, 0.7844116666666667 7.655193333333333, 0.7844116666666667 7.655185, 0.7844183333333333 7.654958333333333, 0.7848383333333333 7.654909999999999))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aae,Plateaux,Akébou,Akébou 1,Kougnohou,Amedjope,Dzame,Nsp,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2017,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.7395655246026948 7.647348437253513, 0.7392360614989802 7.647329066661571, 0.7392919027029997 7.64704957659422, 0.7396297419873171 7.647093852260656, 0.7395655246026948 7.647348437253513))"
_mview_general_etablissements_elevage.fid--c72d8f_193db82c344_-1aad,Plateaux,Akébou,Akébou 1,Kougnohou,Worokoto,Ferme Laurent,92056967,"{Lundi,Mardi,Mercredi,jeudi,Vendredi,Samedi,Dimanche}",2020,{Construit et Utilise},{Elevage traditionnel},{autre},"POLYGON ((0.8313716666666667 7.646203333333333, 0.8315516666666666 7.646495000000001, 0.83127 7.646633333333334, 0.8311016666666667 7.646298333333334, 0.8313716666666667 7.646203333333333))"
